leaid,leaname,fips,stateabb,gapblk,gapseblk,gaphsp,gapsehsp,racepercent
3200390,CARSON CITY SCHOOL DISTRICT,NV,NV,,,.5471,.013,.9995684
3200420,PERSHING COUNTY SCHOOL DISTRICT,NV,NV,,,.4316,.1472,1
3200480,WASHOE COUNTY SCHOOL DISTRICT,NV,NV,.6387000000000001,.0124,.652,.008,.99877191
3200510,WHITE PINE COUNTY SCHOOL DISTRICT,NV,NV,,,.5336,.1376,1
3302460,CONCORD SCHOOL DISTRICT,NH,NH,.7407,.1426,,,.93495983
3302610,DERRY SCHOOL DISTRICT,NH,NH,,,.5711000000000001,.1417,.94861287
3303000,FARMINGTON SCHOOL DISTRICT,NH,NH,.0764,.1709,,,.96039128
3304590,MANCHESTER SCHOOL DISTRICT,NH,NH,.5951,.0217,.5686,.0181,.90839946
3304830,MILFORD SCHOOL DISTRICT,NH,NH,,,-.0764,.1741,.95386374
3304980,NASHUA SCHOOL DISTRICT,NH,NH,.5719,.0532,.7524,.0163,.92420572
3306060,SALEM SCHOOL DISTRICT,NH,NH,,,.4998,.1065,.93994004
3400009,SOMERSET HILLS REGIONAL,NJ,NJ,,,1.2892,.1415,.99920595
3400660,ABSECON CITY,NJ,NJ,.7331,.2279,,,1
3401260,BAYONNE,NJ,NJ,.5422,.0204,.3657,.0131,.99982864
3401350,BELLEVILLE,NJ,NJ,.3664,.0482,.1767,.023,.99864811
3401380,BELLMAWR BOROUGH,NJ,NJ,,,.4508,.1541,1
3401410,BELMAR,NJ,NJ,,,.7041,.0685,.99946237
3401500,BERGENFIELD,NJ,NJ,.3779,.0429,.3048,.0307,.99937499
3401560,BERKELEY TOWNSHIP,NJ,NJ,,,.3601,.0746,.99974126
3401650,BERNARDS TOWNSHIP,NJ,NJ,,,1.286,.4907,1
3401830,BLOOMFIELD TOWNSHIP,NJ,NJ,.5457,.023,.3815,.018,.99929512
3401920,BOGOTA,NJ,NJ,,,.1556,.0475,.99959838
3402030,BORDENTOWN REGIONAL SCHOO,NJ,NJ,.3974,.0413,.6625,.143,.99981934
3402100,BOUND BROOK BOROUGH,NJ,NJ,,,.543,.1303,1
3402220,BRICK TOWNSHIP,NJ,NJ,.5837,.0355,.3725,.019,.9997074
3402250,BRIDGETON,NJ,NJ,.65,.0561,.3999,.05,1
3402280,BRIDGEWATER-RARITAN REGIO,NJ,NJ,.7316,.0496,.7016,.0219,.99848801
3402340,BRIGANTINE CITY,NJ,NJ,,,.4961,.1704,1
3402400,BUENA REGIONAL,NJ,NJ,.4947,.0482,.3318,.0429,.99983895
3402430,BURLINGTON CITY,NJ,NJ,.5555,.0515,,,.99972224
3402460,BURLINGTON TOWNSHIP,NJ,NJ,.5632,.0201,.4219,.0453,.99959874
3402790,CARLSTADT,NJ,NJ,,,.4048,.2137,.99940479
3402820,CARTERET BOROUGH,NJ,NJ,.4836,.0388,.2968,.0324,.99989051
3402910,CENTRAL REGIONAL,NJ,NJ,.2069,.7141,.5636,.223,1
3403000,CHERRY HILL TOWNSHIP,NJ,NJ,.6810000000000001,.0202,.5674,.0216,.99958003
3403120,CINNAMINSON TOWNSHIP,NJ,NJ,.7719,.1675,,,1
3403180,CLAYTON,NJ,NJ,.4304,.0592,,,1
3403210,CLEARVIEW REGIONAL,NJ,NJ,.2714,.3113,,,1
3403270,CLIFFSIDE PARK,NJ,NJ,,,.4092,.0263,.99976361
3403300,CLIFTON,NJ,NJ,.3081,.0292,.3186,.0135,.99992311
3403420,COLLINGSWOOD BOROUGH,NJ,NJ,.7936,.1309,.6155000000000001,.1548,1
3403570,CRANFORD TOWNSHIP,NJ,NJ,,,.2501,.0764,1
3403780,DELRAN TOWNSHIP,NJ,NJ,.4063,.0372,,,1
3403900,DEPTFORD TOWNSHIP,NJ,NJ,.404,.0238,.3065,.0431,.99974006
3403930,DOVER TOWN,NJ,NJ,.4258,.1969,.449,.0758,1
3403990,DUMONT,NJ,NJ,,,.3037,.0287,.99435663
3404020,DUNELLEN,NJ,NJ,,,.671,.0492,.99922401
3404110,EAST BRUNSWICK TOWNSHIP,NJ,NJ,.5355,.0306,.5889,.0245,.99994814
3404290,EAST RUTHERFORD,NJ,NJ,,,.3431,.0448,1
3404320,EAST WINDSOR REGIONAL,NJ,NJ,.6563,.028,.8928,.0204,1
3404350,EASTAMPTON TOWNSHIP,NJ,NJ,.5062,.1511,,,1
3404410,EATONTOWN,NJ,NJ,.6386,.0676,.5954,.063,1
3404470,EDGEWATER PARK TOWNSHIP,NJ,NJ,.3271,.0574,.5887,.1393,1
3404500,EDISON TOWNSHIP,NJ,NJ,.5866,.0178,.4701,.0176,.99957794
3404530,EGG HARBOR CITY,NJ,NJ,,,.4626,.2515,1
3404560,EGG HARBOR TOWNSHIP,NJ,NJ,.6684,.0236,.5039,.0175,.99994528
3404590,ELIZABETH,NJ,NJ,.6321,.0167,.2952,.0144,.99985874
3404660,ELMWOOD PARK,NJ,NJ,.3458,.2999,.2465,.0399,.99853635
3404890,EVESHAM TOWNSHIP,NJ,NJ,.5676,.0317,.3432,.0589,.99957609
3404920,EWING TOWNSHIP,NJ,NJ,.7628,.0221,.5062,.031,.99988943
3404980,FAIR LAWN,NJ,NJ,,,.51,.0266,.99962097
3405070,FAIRVIEW,NJ,NJ,,,.3022,.0535,1
3405190,FLEMINGTON-RARITAN REGION,NJ,NJ,,,.6276000000000001,.0349,1
3405220,FLORENCE TOWNSHIP,NJ,NJ,.5216,.0437,,,.99812639
3405310,FORT LEE,NJ,NJ,,,.6058,.0278,.99927121
3405430,FRANKLIN TOWNSHIP,NJ,NJ,.6499,.1519,,,1
3405490,FRANKLIN TOWNSHIP,NJ,NJ,.639,.0219,.8716,.0291,.99989837
3405580,FREEHOLD BOROUGH,NJ,NJ,.8091,.0912,.9395,.0406,.99973547
3405640,FREEHOLD TOWNSHIP,NJ,NJ,.6447000000000001,.0425,.5984,.0309,.99990064
3405730,GALLOWAY TOWNSHIP,NJ,NJ,.7276,.0272,.5353,.0264,.99946225
3405760,GARFIELD,NJ,NJ,.5,.0328,.3402,.0168,.99991411
3405880,GLASSBORO,NJ,NJ,.8317,.0361,.6609,.2121,1
3406000,GLOUCESTER CITY,NJ,NJ,,,.3162,.1791,.9994961
3406030,GLOUCESTER TOWNSHIP,NJ,NJ,.5297,.0148,.404,.0235,.99992156
3406270,HACKENSACK,NJ,NJ,.5304,.0356,.5567,.0344,.99980921
3406300,HACKETTSTOWN,NJ,NJ,,,.4089,.0824,.99752045
3406360,HADDON TOWNSHIP,NJ,NJ,,,.5165,.1537,.99961865
3406450,HALEDON,NJ,NJ,.8016,.238,.1883,.0428,1
3406510,HAMILTON TOWNSHIP,NJ,NJ,.6707,.0221,.4789,.0254,1
3406540,HAMILTON TOWNSHIP,NJ,NJ,.6565,.016,.4699,.0144,.99993145
3406570,HAMMONTON TOWN,NJ,NJ,.4336,.6455,.6415,.0313,.99991363
3406870,HARRISON,NJ,NJ,.473,.1279,.1976,.0419,1
3406900,HARRISON TOWNSHIP,NJ,NJ,.6743,.2363,,,1
3406930,HASBROUCK HEIGHTS,NJ,NJ,,,.262,.0456,1
3406990,HAWTHORNE,NJ,NJ,,,.5818,.0321,1
3407170,HIGHLAND PARK,NJ,NJ,,,.9925000000000001,.0854,1
3407230,HILLSBOROUGH TOWNSHIP,NJ,NJ,.6032,.0318,.5416,.0282,.99958104
3407290,HILLSIDE TOWNSHIP,NJ,NJ,.0387,.0646,-.1092,.0936,.99986875
3407350,HOBOKEN,NJ,NJ,.9346,.064,.8196,.0352,.99966186
3407440,HOPATCONG BOROUGH,NJ,NJ,,,.1219,.0555,.99960482
3407560,HOWELL TOWNSHIP,NJ,NJ,.5466,.0324,.4872,.0323,.99931997
3407740,JACKSON TOWNSHIP,NJ,NJ,.4457,.0249,.36,.0241,.99976271
3407770,JAMESBURG,NJ,NJ,,,.6153,.1122,1
3407800,JEFFERSON TOWNSHIP,NJ,NJ,,,.3458,.0581,.99988073
3407830,JERSEY CITY,NJ,NJ,.6339,.0153,.346,.0134,.99915433
3407860,KEANSBURG BOROUGH,NJ,NJ,.5963000000000001,.202,.3417,.1372,1
3407890,KEARNY,NJ,NJ,,,.2502,.0198,.99988151
3407920,KENILWORTH,NJ,NJ,,,.2584,.0636,1
3407950,KEYPORT,NJ,NJ,,,.3592,.2429,1
3407980,KINGSWAY REGIONAL HIGH,NJ,NJ,.6396,.1833,.6063,.1711,1
3408100,LACEY TOWNSHIP,NJ,NJ,,,.2752,.11,1
3408220,LAKEWOOD TOWNSHIP,NJ,NJ,.2066,.0674,.276,.0693,1
3408400,LAWRENCE TOWNSHIP,NJ,NJ,.8288,.0305,.6495,.0319,1
3408520,LEONIA,NJ,NJ,,,.5002,.0601,.99970502
3408580,LINCOLN PARK BOROUGH,NJ,NJ,,,.4749,.1549,.99322379
3408610,LINDEN,NJ,NJ,.6713,.0244,.4193,.021,.99993128
3408640,LINDENWOLD BOROUGH,NJ,NJ,.5037,.0541,.5292,.0604,.99979168
3408700,LITTLE EGG HARBOR TOWNSHI,NJ,NJ,,,.197,.3017,.99989581
3408730,LITTLE FALLS TOWNSHIP,NJ,NJ,,,.272,.2972,1
3408760,LITTLE FERRY,NJ,NJ,,,.0807,.0463,.98208195
3408820,LIVINGSTON TOWNSHIP,NJ,NJ,,,.5777,.1109,.9997142
3408850,LODI,NJ,NJ,.3879,.0486,.2454,.0238,.99516761
3408880,LOGAN TOWNSHIP,NJ,NJ,.3792,.208,,,1
3408940,LONG BRANCH,NJ,NJ,.6800000000000001,.0266,.5631,.0283,1
3409090,LOWER CAPE MAY REGIONAL,NJ,NJ,.192,.2917,1.3994,1.1954,.99982935
3409180,LUMBERTON TOWNSHIP,NJ,NJ,.6971000000000001,.0289,.5901,.2849,.99982637
3409210,LYNDHURST TOWNSHIP,NJ,NJ,,,.2153,.0304,.99907225
3409240,MADISON,NJ,NJ,,,.8935,.1929,1
3409270,OLD BRIDGE TOWNSHIP,NJ,NJ,.3543,.0218,.3283,.0178,1
3409300,MAGNOLIA BOROUGH,NJ,NJ,.5224,.2276,,,.99953705
3409330,MAHWAH TOWNSHIP,NJ,NJ,,,.5022,.2483,1
3409390,MANALAPAN-ENGLISHTOWN REG,NJ,NJ,.0898,.3337,.226,.0298,.99936783
3409450,MANCHESTER TOWNSHIP,NJ,NJ,.466,.0459,.2688,.0466,.99957752
3409510,MANSFIELD TOWNSHIP,NJ,NJ,.3608,.2224,,,1
3409630,MANVILLE BOROUGH,NJ,NJ,,,.2607,.0381,.9996416
3409660,MAPLE SHADE TOWNSHIP,NJ,NJ,.3043,.1162,.2444,.129,.99978495
3409720,MARLBORO TOWNSHIP,NJ,NJ,.5167000000000001,.1622,.1891,.0706,.99981141
3409750,MATAWAN-ABERDEEN REGIONAL,NJ,NJ,.544,.0273,.4855,.0319,.99988544
3409810,MAYWOOD,NJ,NJ,,,.5419000000000001,.0514,1
3409990,METUCHEN,NJ,NJ,,,.5804,.1044,1
3410020,MIDDLE TOWNSHIP,NJ,NJ,.6118,.0304,,,1
3410050,MIDDLESEX BOROUGH,NJ,NJ,,,.3666,.0366,1
3410110,MIDDLETOWN TOWNSHIP,NJ,NJ,.6911000000000001,.095,.4403,.0259,.99972349
3410320,MILLVILLE,NJ,NJ,.7688,.0289,.6374,.0318,.99990582
3410350,MINE HILL TOWNSHIP,NJ,NJ,,,.5039,.2072,1
3410470,MONROE TOWNSHIP,NJ,NJ,.351,.0202,.2822,.0385,1
3410500,MONROE TOWNSHIP,NJ,NJ,.3409,.0501,.2771,.0564,.99984592
3410560,MONTCLAIR,NJ,NJ,1.0903,.0169,.6426,.0276,.99977911
3410590,MONTGOMERY TOWNSHIP,NJ,NJ,1.1324,.2161,.9336,.1504,.99990463
3410710,MOORESTOWN TOWNSHIP,NJ,NJ,.7802,.043,,,.9995988
3410810,MORRIS SCHOOL DISTRICT,NJ,NJ,1.0239,.0275,1.1142,.0219,.99981278
3410920,MOUNT HOLLY TOWNSHIP,NJ,NJ,.5158,.0582,-.022,.1353,1
3410950,MOUNT LAUREL TOWNSHIP,NJ,NJ,.7095,.022,.4633,.0376,.99957323
3410980,MOUNT OLIVE TOWNSHIP,NJ,NJ,.4916,.0406,.3809,.0257,.99968821
3411070,MULLICA TOWNSHIP,NJ,NJ,,,.794,.3687,.99973959
3411160,NEPTUNE TOWNSHIP,NJ,NJ,.8254,.031,.6283,.0551,1
3411280,NEW MILFORD,NJ,NJ,,,.2307,.0398,.97458977
3411310,NEW PROVIDENCE,NJ,NJ,,,.4108,.3191,.99981982
3411340,NEWARK,NJ,NJ,.9245,.0159,.5816,.0154,1
3411430,NORTH ARLINGTON,NJ,NJ,,,.1014,.0377,1
3411460,NORTH BERGEN,NJ,NJ,,,.0844,.0206,.99985647
3411490,NORTH BRUNSWICK TOWNSHIP,NJ,NJ,.6123,.0221,.7284000000000001,.0216,.99970907
3411580,NORTH HANOVER TOWNSHIP,NJ,NJ,.1959,.1378,.166,.1887,.99890751
3411640,NORTH PLAINFIELD BOROUGH,NJ,NJ,.4522,.0386,.6448,.0346,1
3411700,NORTHERN BURLINGTON COUNT,NJ,NJ,.5102,.179,.2038,.4027,.99915326
3411880,NUTLEY,NJ,NJ,,,.3863,.0273,1
3411910,OAKLAND,NJ,NJ,,,.5282,.2094,1
3412060,OCEAN TOWNSHIP,NJ,NJ,.8167,.0409,.7045,.0346,.99967837
3412260,RIVER DELL REGIONAL HIGH,NJ,NJ,,,.5169,.1491,.99965155
3412360,PALISADES PARK,NJ,NJ,,,.4437,.075,.99923104
3412390,PALMYRA BOROUGH,NJ,NJ,.2968,.2263,,,1
3412420,PARAMUS,NJ,NJ,,,.2608,.0374,1
3412480,PARSIPPANY-TROY HILLS TOW,NJ,NJ,.2019,.1141,.3986,.0237,.99987745
3412690,PATERSON,NJ,NJ,.6348,.0239,.4151,.0188,.99999195
3412720,PAULSBORO,NJ,NJ,.427,.1286,,,.99953479
3412810,PEMBERTON TOWNSHIP,NJ,NJ,.2707,.0194,.2301,.0304,.99939162
3412840,PENNS GROVE-CARNEYS POINT,NJ,NJ,.6134,.063,.5948,.0531,1
3412870,PENNSAUKEN TOWNSHIP,NJ,NJ,.3526,.0252,.3737,.0267,.99991858
3412930,PERTH AMBOY,NJ,NJ,.5024,.1108,.4358,.0776,1
3412960,PHILLIPSBURG,NJ,NJ,.2523,.063,.0904,.0374,1
3412990,PINE HILL BOROUGH,NJ,NJ,.427,.0466,,,.99973959
3413000,PINELANDS REGIONAL,NJ,NJ,,,.3153,.2641,.99966609
3413050,PISCATAWAY TOWNSHIP,NJ,NJ,.4933,.0188,.3657,.0221,.99963564
3413290,POINT PLEASANT BOROUGH,NJ,NJ,,,.729,.1534,.99985886
3413350,POMPTON LAKES,NJ,NJ,,,.2386,.1387,.99921286
3413410,PRINCETON REGIONAL,NJ,NJ,1.1083,.0883,.989,.041,.99956959
3413530,RAHWAY,NJ,NJ,.4838,.0314,.3309,.035,1
3413590,RAMSEY,NJ,NJ,,,.7313,.1462,.9997108
3413650,RANDOLPH TOWNSHIP,NJ,NJ,.6127,.1278,.8059,.0291,.99942875
3413680,HAZLET TOWNSHIP,NJ,NJ,,,.2488,.053,1
3413740,RED BANK,NJ,NJ,.7518,.1207,1.0051,.0864,1
3413770,RIDGEFIELD,NJ,NJ,,,.1315,.042,1
3413800,RIDGEFIELD PARK,NJ,NJ,,,.2143,.0355,.99953681
3413830,RIDGEWOOD VILLAGE,NJ,NJ,,,.5265,.0423,.9999274
3414010,RIVERSIDE TOWNSHIP,NJ,NJ,.538,.2988,.0582,.1519,.99981481
3414130,ROCKAWAY TOWNSHIP,NJ,NJ,.2673,.1441,.5762000000000001,.031,.99989051
3414310,ROSELLE PARK,NJ,NJ,,,.3508,.0282,.99895501
3414340,ROXBURY TOWNSHIP,NJ,NJ,,,.4392,.0302,.99994332
3414460,RUTHERFORD,NJ,NJ,,,.5203,.0346,1
3414490,SADDLE BROOK TOWNSHIP,NJ,NJ,,,.1211,.0444,.99975216
3414640,SAYREVILLE,NJ,NJ,.3242,.0221,.2621,.0204,.99897832
3414670,SCOTCH PLAINS-FANWOOD,NJ,NJ,.7637000000000001,.0261,.4509,.0331,.99966925
3414850,SECAUCUS,NJ,NJ,,,.1637,.0327,.99827898
3415000,SOMERDALE BOROUGH,NJ,NJ,.8618,.2993,,,1
3415030,SOMERS POINT,NJ,NJ,.7866,.1339,.6009,.2909,1
3415090,SOMERVILLE BOROUGH,NJ,NJ,.7275,.0895,.6184,.0571,1
3415120,SOUTH AMBOY,NJ,NJ,,,.3355,.0783,.99915636
3415210,SOUTH BRUNSWICK TOWNSHIP,NJ,NJ,.595,.0242,.4414,.0257,1
3415330,SOUTH ORANGE-MAPLEWOOD,NJ,NJ,1.1312,.0159,.8524000000000001,.047,.99980134
3415360,SOUTH PLAINFIELD,NJ,NJ,.3958,.0301,.3391,.0263,.99945027
3415390,SOUTH RIVER,NJ,NJ,.8944,.8644,.3415,.0351,1
3415450,DELSEA REGIONAL HIGH SCHO,NJ,NJ,.7445000000000001,.229,.1061,.2093,1
3415480,SOUTHERN REGIONAL,NJ,NJ,,,.5885,.339,.99989605
3415510,SPARTA TOWNSHIP,NJ,NJ,,,.7021,.283,1
3415540,SPOTSWOOD,NJ,NJ,,,.4021,.2196,1
3415630,SPRINGFIELD,NJ,NJ,.4844,.1358,.4423,.058,.99881554
3415900,SUMMIT CITY,NJ,NJ,1.3911,.2025,1.0809,.0286,1
3415990,SWEDESBORO-WOOLWICH,NJ,NJ,.5261,.0775,,,1
3416080,TEANECK,NJ,NJ,.5879,.033,.4817,.0328,.9997223
3416200,TINTON FALLS,NJ,NJ,.723,.0594,.3578,.0616,.99970472
3416230,TOMS RIVER REGIONAL,NJ,NJ,.6653,.0221,.4997,.0153,.99979049
3416260,TOTOWA,NJ,NJ,,,.1234,.0457,.99966156
3416290,TRENTON,NJ,NJ,.4286,.0679,.2904,.067,1
3416350,UNION BEACH BOROUGH,NJ,NJ,,,-.2043,.2047,1
3416380,UNION CITY,NJ,NJ,,,.1945,.1162,.99997854
3416470,BARNEGAT TOWNSHIP,NJ,NJ,.5347,.0741,.3335,.0574,.99988467
3416500,UNION TOWNSHIP,NJ,NJ,.3553,.0158,.2509,.0198,.99784929
3416530,UPPER DEERFIELD TOWNSHIP,NJ,NJ,1.0195,.1626,.3934,.2926,1
3416680,VENTNOR CITY,NJ,NJ,,,.7101,.0541,.99787503
3416710,VERNON TOWNSHIP,NJ,NJ,,,.2999,.0414,1
3416800,VINELAND CITY,NJ,NJ,.6267,.0175,.5537,.014,.99987781
3416830,VOORHEES TOWNSHIP,NJ,NJ,.6403,.0367,.6978,.1592,.99939716
3416860,WALDWICK,NJ,NJ,,,.0798,.1868,1
3416890,WALL TOWNSHIP,NJ,NJ,,,1.0381,.1641,1
3416920,WALLINGTON,NJ,NJ,,,.7517,.3074,1
3416950,WANAQUE,NJ,NJ,,,.4579,.1719,.99815696
3416970,WARREN HILLS REGIONAL HIG,NJ,NJ,,,.0139,.7098,.9996689
3417070,WASHINGTON TOWNSHIP,NJ,NJ,.6462,.0251,.402,.0518,.99994767
3417130,WASHINGTON TOWNSHIP,NJ,NJ,,,.5283,.3148,.99989742
3417280,WAYNE TOWNSHIP,NJ,NJ,,,.4729,.0236,.99944586
3417310,WEEHAWKEN TOWNSHIP,NJ,NJ,,,.5112,.0584,1
3417430,WEST DEPTFORD TOWNSHIP,NJ,NJ,.6314,.0889,.3969,.1731,.99986225
3417460,WEST ESSEX REGIONAL,NJ,NJ,,,.2523,.145,1
3417580,WEST NEW YORK,NJ,NJ,,,.2516,.1824,.99993217
3417610,WEST ORANGE,NJ,NJ,.5829,.0179,.7256,.025,.99992788
3417640,WEST PATERSON,NJ,NJ,,,.3178,.0408,1
3417700,WEST WINDSOR-PLAINSBORO R,NJ,NJ,.6820000000000001,.0241,.5295,.032,.99991053
3417730,WESTAMPTON TOWNSHIP,NJ,NJ,.5194,.0372,.7026,.2815,1
3417760,WESTFIELD,NJ,NJ,1.3524,.1401,.6035,.0903,.99993169
3417820,WESTWOOD REGIONAL SCHOOL,NJ,NJ,,,.5967,.0606,1
3417880,WHARTON BOROUGH,NJ,NJ,,,.5724,.045,1
3417940,WILDWOOD CITY,NJ,NJ,,,-.0012,.4314,1
3418060,WINSLOW TOWNSHIP,NJ,NJ,.5307,.0182,.527,.0392,.99988663
3418120,WOODBRIDGE TOWNSHIP,NJ,NJ,.4573,.0161,.4297,.0129,1
3418150,WOODBURY,NJ,NJ,.7578,.0441,.8388,.2146,.99961239
3418300,WOOD-RIDGE,NJ,NJ,,,.0948,.1458,1
3500010,RIO RANCHO PUBLIC SCHOOLS,NM,NM,.3985,.0225,.361,.0085,1
3500030,ALAMOGORDO PUBLIC SCHOOLS,NM,NM,.3757,.0306,.3596,.0148,1
3500060,ALBUQUERQUE PUBLIC SCHOOLS,NM,NM,.6763,.012,.6617,.0055,1
3500120,ARTESIA PUBLIC SCHOOLS,NM,NM,,,.4365,.018,1
3500150,AZTEC MUNICIPAL SCHOOLS,NM,NM,,,.1952,.0207,1
3500180,BELEN CONSOLIDATED SCHOOLS,NM,NM,,,.1939,.0184,1
3500210,BERNALILLO PUBLIC SCHOOLS,NM,NM,,,.379,.0364,1
3500240,BLOOMFIELD SCHOOLS,NM,NM,,,.2399,.0236,1
3500300,CARLSBAD MUNICIPAL SCHOOLS,NM,NM,.4306,.1414,.4338,.0168,1
3500390,CENTRAL CONSOLIDATED SCHOOLS,NM,NM,,,-.0044,.2407,1
3500510,CLAYTON MUNICIPAL SCHOOLS,NM,NM,,,.3087,.0888,1
3500570,CLOVIS MUNICIPAL SCHOOLS,NM,NM,.6643,.0222,.6317,.0125,1
3500690,DEMING PUBLIC SCHOOLS,NM,NM,,,.4613,.0251,1
3500750,DEXTER CONSOLIDATED SCHOOLS,NM,NM,,,-1.4642,.6465,1
3500900,ESPANOLA PUBLIC SCHOOLS,NM,NM,,,-.0267,.1553,1
3500930,ESTANCIA MUNICIPAL SCHOOLS,NM,NM,,,.344,.0471,1
3500960,EUNICE MUNICIPAL SCHOOLS,NM,NM,,,.2205,.0848,1
3500990,FARMINGTON MUNICIPAL SCHOOLS,NM,NM,,,.4558,.0123,1
3501080,GADSDEN INDEPENDENT SCHOOLS,NM,NM,,,.4097,.0292,1
3501110,GALLUP-MCKINLEY CTY SCHOOLS,NM,NM,,,.5311,.0261,1
3501170,GRANTS-CIBOLA COUNTY SCHOOLS,NM,NM,,,.3335,.027,1
3501260,HOBBS MUNICIPAL SCHOOLS,NM,NM,.7358,.0283,.4788,.0126,1
3501500,LAS CRUCES PUBLIC SCHOOLS,NM,NM,.5617,.0221,.5796,.0095,1
3501650,LOS ALAMOS PUBLIC SCHOOLS,NM,NM,,,.5971,.0291,1
3501680,LOS LUNAS PUBLIC SCHOOLS,NM,NM,,,.3668,.0135,1
3501740,LOVINGTON MUNICIPAL SCHOOLS,NM,NM,,,.3579,.0224,1
3501890,MORIARTY MUNICIPAL SCHOOLS,NM,NM,,,.356,.0203,1
3502100,PORTALES MUNICIPAL SCHOOLS,NM,NM,,,.4739,.0205,1
3502160,QUESTA INDEPENDENT SCHOOLS,NM,NM,,,-.2504,.3402,1
3502190,RATON PUBLIC SCHOOLS,NM,NM,,,.3329,.0365,1
3502250,ROSWELL INDEPENDENT SCHOOLS,NM,NM,.2831,.1021,.3303,.0135,1
3502310,RUIDOSO MUNICIPAL SCHOOLS,NM,NM,,,.3456,.0271,1
3502370,SANTA FE PUBLIC SCHOOLS,NM,NM,,,.7673,.0165,1
3502430,SILVER CONSOLIDATED SCHOOLS,NM,NM,,,.5316,.0236,1
3502460,SOCORRO CONSOLIDATED SCHOOLS,NM,NM,,,.5322,.0319,1
3502520,TAOS MUNICIPAL SCHOOLS,NM,NM,,,.768,.035,1
3502580,TEXICO MUNICIPAL SCHOOLS,NM,NM,,,.4789,.1766,1
3502610,T OR C MUNICIPAL SCHOOLS,NM,NM,,,.3327,.0321,1
3502640,TUCUMCARI PUBLIC SCHOOLS,NM,NM,,,.259,.0505,1
3502670,TULAROSA MUNICIPAL SCHOOLS,NM,NM,,,.1275,.065,1
3600008,SOUTH COUNTRY CENTRAL SCHOOL DISTRICT,NY,NY,.8186,.023,.5892,.0209,1
3600131,NYS OFFICE OF CHILDREN AND FAMILY SERVICES,NY,NY,.2078,.2928,,,1
3600971,NORTH COLONIE CSD,NY,NY,.1431,.1335,,,1
3602460,ALBANY CITY SCHOOL DISTRICT,NY,NY,.6247,.0195,.6448,.0243,1
3602520,ALBION CENTRAL SCHOOL DISTRICT,NY,NY,-.5679,.3692,.4797,.2032,1
3602920,AMHERST CENTRAL SCHOOL DISTRICT,NY,NY,.8218,.0294,,,1
3602970,AMSTERDAM CITY SCHOOL DISTRICT,NY,NY,.5954,.1845,.5639,.0222,1
3603270,ARLINGTON CENTRAL SCHOOL DISTRICT,NY,NY,.579,.0216,.3667,.0201,1
3603480,AUBURN CITY SCHOOL DISTRICT,NY,NY,.5939,.0297,,,1
3603720,BABYLON UNION FREE SCHOOL DISTRICT,NY,NY,,,.7246,.1322,1
3603840,BALDWIN UNION FREE SCHOOL DISTRICT,NY,NY,.3625,.0184,.4731,.0234,1
3603990,BATAVIA CITY SCHOOL DISTRICT,NY,NY,.5643,.086,,,1
3604080,BAY SHORE UNION FREE SCHOOL DISTRICT,NY,NY,.8271,.02,.6911000000000001,.0195,1
3604140,BEACON CITY SCHOOL DISTRICT,NY,NY,.4659,.0257,.4412,.0251,1
3604740,BETHPAGE UNION FREE SCHOOL DISTRICT,NY,NY,,,.3628,.0545,1
3604870,BINGHAMTON CITY SCHOOL DISTRICT,NY,NY,.5213,.0177,.5184,.0255,1
3605280,BRENTWOOD UNION FREE SCHOOL DISTRICT,NY,NY,.2944,.0189,.3174,.0161,1
3605310,BREWSTER CENTRAL SCHOOL DISTRICT,NY,NY,,,.5491,.0267,1
3605460,BRIGHTON CENTRAL SCHOOL DISTRICT,NY,NY,.6119,.1383,.5817,.2738,1
3605580,BROCKPORT CENTRAL SCHOOL DISTRICT,NY,NY,.4874,.3584,.2959,.3496,1
3605850,BUFFALO CITY SCHOOL DISTRICT,NY,NY,.6627999999999999,.0103,.6037,.0114,1
3606570,CARMEL CENTRAL SCHOOL DISTRICT,NY,NY,,,.4034,.0229,1
3606630,CARTHAGE CENTRAL SCHOOL DISTRICT,NY,NY,.3546,.0394,.0677,.2726,1
3606720,CATSKILL CENTRAL SCHOOL DISTRICT,NY,NY,.6013,.0809,,,1
3606840,CENTER MORICHES UNION FREE SCHOOL DISTRICT,NY,NY,,,.2846,.1883,1
3606870,CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,NY,NY,.2788,.0372,.3263,.0347,1
3607230,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,NY,NY,.6505,.0269,,,1
3607380,CHESTER UNION FREE SCHOOL DISTRICT,NY,NY,,,.2776,.0779,1
3607530,CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,NY,NY,.6277,.0344,,,1
3607680,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,NY,NY,.4152,.0356,,,1
3607980,COHOES CITY SCHOOL DISTRICT,NY,NY,.3114,.137,,,1
3608130,COMMACK UNION FREE SCHOOL DISTRICT,NY,NY,,,.2031,.0487,1
3608160,CONNETQUOT CENTRAL SCHOOL DISTRICT,NY,NY,,,.3548,.0266,1
3608310,COPIAGUE UNION FREE SCHOOL DISTRICT,NY,NY,.4847,.0253,.6125,.0266,1
3608400,CORNING CITY SCHOOL DISTRICT,NY,NY,.0209,.1429,,,1
