leaid,leaname,fips,stateabb,gapblk,gapseblk,gaphsp,gapsehsp,racepercent
600039,DELHI UNIFIED,CA,CA,,,.1251,.0778,.99483466
600040,RIVERDALE JOINT UNIFIED,CA,CA,,,.3848,.0884,.99575657
600043,SCOTTS VALLEY UNIFIED,CA,CA,,,.4249,.0456,.98187739
600044,HEALDSBURG UNIFIED,CA,CA,,,.8268,.0342,.9992094
600045,ORLAND JOINT UNIFIED,CA,CA,,,.4269,.0286,.99962866
600047,TRACY JOINT UNIFIED,CA,CA,.514,.0203,.5286,.0164,.95734411
600048,PASO ROBLES JOINT UNIFIED,CA,CA,,,.6493,.0204,.99500805
600049,COAST UNIFIED,CA,CA,,,.6958,.052,.9943223
600051,GRIDLEY UNIFIED,CA,CA,,,.4676,.0311,.98759794
600052,EUREKA CITY UNIFIED,CA,CA,,,.4627,.0272,.98681849
600060,HUGHSON UNIFIED,CA,CA,,,.4909,.0344,.99499494
600061,RIVERBANK UNIFIED,CA,CA,,,.2962,.0375,.99744773
600062,OAKDALE JOINT UNIFIED,CA,CA,,,.4469,.0184,.98100817
600063,WATERFORD UNIFIED,CA,CA,,,.3446,.0282,.98947293
600064,PORTERVILLE UNIFIED,CA,CA,,,.1337,.0236,.99477971
600065,DINUBA UNIFIED,CA,CA,,,.4276,.0398,.99516529
600068,GOLDEN VALLEY UNIFIED,CA,CA,,,.4025,.0391,.9886511
600069,VALLEY CENTER-PAUMA UNIFIED,CA,CA,,,.718,.0229,.9884485
600116,CHAWANAKEE UNIFIED,CA,CA,,,.3527,.1682,.99967211
600153,ALHAMBRA UNIFIED,CA,CA,,,.4817,.0348,.98970175
600158,TURLOCK UNIFIED,CA,CA,.406,.0522,.4836,.0149,.98958415
600160,YOSEMITE UNIFIED,CA,CA,,,.4928,.1342,.99544096
601332,TWIN RIVERS UNIFIED,CA,CA,.4805,.0148,.3022,.0113,.98112553
601420,FORTUNA ELEM,CA,CA,,,.3224,.1242,1
601620,ABC UNIFIED,CA,CA,.3894,.0234,.5201,.0182,.93303013
601710,ADELANTO ELEMENTARY,CA,CA,.5534,.0261,.1973,.0188,.99133885
601770,ALAMEDA CITY UNIFIED,CA,CA,1.0198,.0221,.8149,.0262,.93576127
601860,ALBANY CITY UNIFIED,CA,CA,.984,.1669,.649,.0429,.97666323
601950,ALISAL UNION,CA,CA,,,.4593,.0497,.9927687
602100,ALPINE UNION ELEMENTARY,CA,CA,,,.4462,.0298,.98654276
602160,ALTA LOMA ELEMENTARY,CA,CA,.529,.0254,.3959,.0143,.97771478
602310,ALUM ROCK UNION ELEMENTARY,CA,CA,.4674,.0496,.4411,.0348,.95899713
602360,ALVIEW-DAIRYLAND UNION ELEMENTARY,CA,CA,,,.5510000000000001,.1694,1
602430,ALVORD UNIFIED,CA,CA,.3591,.0248,.4159,.0184,.98823947
602450,AMADOR COUNTY UNIFIED,CA,CA,,,.3268,.0261,.99148929
602550,AMERICAN UNION ELEMENTARY,CA,CA,,,-.1431,.2353,.9945178
602610,ANAHEIM CITY,CA,CA,.2803,.0397,.4049,.0201,.98487854
602630,ANAHEIM UNION HIGH,CA,CA,.2964,.1239,.4801,.0888,.97081167
602850,ANTIOCH UNIFIED,CA,CA,.6668,.0151,.383,.0127,.94750798
602970,ARCADIA UNIFIED,CA,CA,,,.5393,.0262,.98367095
603060,ARCOHE UNION ELEMENTARY,CA,CA,,,.9432,.0859,.99038935
603090,ARENA UNION ELEMENTARY,CA,CA,,,.992,.3711,.99769473
603180,ARMONA UNION ELEMENTARY,CA,CA,,,-.5021,.419,.99890405
603270,ARVIN UNION ELEMENTARY,CA,CA,,,-.1257,.1504,.99961025
603300,ATASCADERO UNIFIED,CA,CA,,,.5446,.0247,.99564117
603420,ATWATER ELEMENTARY,CA,CA,.2573,.0422,.3993,.0184,.99464345
603480,AUBURN UNION ELEMENTARY,CA,CA,,,.7106,.0326,.99161321
603600,AZUSA UNIFIED,CA,CA,,,.3161,.0302,.9928472
603630,BAKERSFIELD CITY,CA,CA,.5793,.0145,.3716,.0119,.99531603
603690,BALDWIN PARK UNIFIED,CA,CA,.5761,.179,.0941,.0571,.98804688
603840,BANNING UNIFIED,CA,CA,.331,.0371,.152,.0297,.9952569
604020,BARSTOW UNIFIED,CA,CA,.6326000000000001,.0256,.3218,.0195,.99045616
604230,BEAR VALLEY UNIFIED,CA,CA,,,.5701000000000001,.0267,.99656695
604260,BEARDSLEY ELEMENTARY,CA,CA,,,.0451,.0269,.99622655
604290,BEAUMONT UNIFIED,CA,CA,.4116,.0289,.3654,.0143,.98183358
604380,BELLEVUE UNION ELEMENTARY,CA,CA,,,.283,.064,.99489027
604440,BELLFLOWER UNIFIED,CA,CA,.5398,.0207,.3976,.017,.96632731
604530,BELMONT-REDWOOD SHORES ELEMENTARY,CA,CA,,,.7868000000000001,.0346,.95283794
604620,BENICIA UNIFIED,CA,CA,.769,.0372,.4653,.0259,.94880766
604650,BENNETT VALLEY UNION ELEMENTARY,CA,CA,,,.6992,.0982,.98916298
604740,BERKELEY UNIFIED,CA,CA,1.603,.026,1.2697,.0292,.95979154
604800,BERRYESSA UNION ELEMENTARY,CA,CA,.4568,.0437,.6014000000000001,.0257,.90239912
604830,BEVERLY HILLS UNIFIED,CA,CA,.5959,.1291,.3209,.0667,.99165303
605040,BIGGS UNIFIED,CA,CA,,,.2633,.1739,.99905866
605130,BISHOP UNION ELEMENTARY,CA,CA,,,.7442,.1963,.9912551
605580,SANTA MARIA-BONITA,CA,CA,.103,.4106,.4406,.0205,.99036717
605610,BONITA UNIFIED,CA,CA,.5367,.0396,.4388,.0151,.9739033
605670,BONSALL UNION ELEMENTARY,CA,CA,,,.7088,.0288,.98264623
605790,BRAWLEY ELEMENTARY,CA,CA,,,.5473,.0444,.99699581
605880,BREA-OLINDA UNIFIED,CA,CA,,,.5018,.0223,.97975928
605910,BRENTWOOD UNION ELEMENTARY,CA,CA,.5316,.0239,.4792,.0131,.95811981
606060,BRISBANE ELEMENTARY,CA,CA,,,.3564,.1816,.90863663
606270,BUCKEYE UNION ELEMENTARY,CA,CA,,,.386,.0242,.98284543
606330,BUELLTON UNION ELEMENTARY,CA,CA,,,.724,.0462,.99561238
606360,BUENA PARK ELEMENTARY,CA,CA,.4954,.0366,.5047,.0247,.95878631
606390,PANAMA-BUENA VISTA UNION,CA,CA,.5976,.0159,.4383,.0093,.98553985
606450,BURBANK UNIFIED,CA,CA,.3265,.046,.4612,.0111,.97146195
606480,BURLINGAME ELEMENTARY,CA,CA,,,.851,.0295,.97289163
606570,BURTON ELEMENTARY,CA,CA,,,.374,.0187,.97673315
606750,BYRON UNION ELEMENTARY,CA,CA,,,.4334,.0318,.96959502
606780,CABRILLO UNIFIED,CA,CA,,,1.1866,.0272,.98615682
606810,CAJON VALLEY UNION ELEMENTARY,CA,CA,.3799,.0159,.2972,.0139,.97724646
606870,CALAVERAS UNIFIED,CA,CA,,,.2758,.0286,.98131049
607020,CALISTOGA JOINT UNIFIED,CA,CA,,,1.4595,.2229,.99820942
607140,CAMBRIAN,CA,CA,,,.7651,.0226,.97375572
607200,CAMPBELL UNION ELEMENTARY,CA,CA,.6826,.0354,.9191,.0178,.97253746
607440,CAPISTRANO UNIFIED,CA,CA,.6864,.0268,.7277,.0125,.98594826
607470,CARDIFF ELEMENTARY,CA,CA,,,.856,.108,.99271506
607500,CARLSBAD UNIFIED,CA,CA,.7473,.0669,.7839,.015,.97834575
607530,CARMEL UNIFIED,CA,CA,,,.7342,.0406,.9823823
607560,CARPINTERIA UNIFIED,CA,CA,,,.842,.0356,.99404299
607680,CASCADE UNION ELEMENTARY,CA,CA,,,.1427,.0416,.99302924
607740,CASTAIC UNION ELEMENTARY,CA,CA,-.1623,.1199,.5304,.0192,.97302908
607800,CASTRO VALLEY UNIFIED,CA,CA,.5999,.0286,.5387,.0189,.97143841
607900,CENTER JOINT UNIFIED,CA,CA,.3167,.0267,.3,.023,.96802002
607950,CENTRAL ELEMENTARY,CA,CA,.4121,.0263,.325,.0206,.97618377
607970,CENTRAL UNIFIED,CA,CA,.6588000000000001,.0186,.4395,.0134,.98689425
607980,CENTRAL UNION ELEMENTARY,CA,CA,,,.5818,.0339,.96461338
608070,CENTRALIA ELEMENTARY,CA,CA,.4329,.0743,.4648,.0265,.94391286
608130,CERES UNIFIED,CA,CA,.4838,.0467,.307,.0152,.98718548
608190,CHARTER OAK UNIFIED,CA,CA,.4868,.3125,.3243,.019,.97537905
608250,CHATOM UNION ELEMENTARY,CA,CA,,,.4753,.056,1
608370,CHICO UNIFIED,CA,CA,.5937,.0369,.5673,.0147,.98701191
608460,CHINO VALLEY UNIFIED,CA,CA,.33,.0223,.5396,.0108,.97143543
608520,CHOWCHILLA ELEMENTARY,CA,CA,,,.3272,.0244,.98707724
608610,CHULA VISTA ELEMENTARY,CA,CA,.4764,.0221,.5023,.0151,.95049995
608760,CLAREMONT UNIFIED,CA,CA,.6182,.0384,.4521,.0177,.97435504
608970,CLOVERDALE UNIFIED,CA,CA,,,.6673,.035,.99579746
609030,CLOVIS UNIFIED,CA,CA,.4899,.0255,.4752,.0096,.98623544
609070,COACHELLA VALLEY UNIFIED,CA,CA,,,.3857,.0426,.99862164
609120,COALINGA-HURON JOINT UNIFIED,CA,CA,,,.487,.0407,.99437219
609330,COLLEGE ELEMENTARY,CA,CA,,,.8222,.1771,1
609390,COLTON JOINT UNIFIED,CA,CA,.3597,.0201,.351,.0141,.98963547
609450,COLUMBIA ELEMENTARY,CA,CA,,,.3273,.1396,.9979676
609570,COLUSA UNIFIED,CA,CA,,,.6495,.0397,.99768633
609640,CONEJO VALLEY UNIFIED,CA,CA,.5325,.0471,.8371,.0157,.98930252
609690,CORCORAN JOINT UNIFIED,CA,CA,1.3042,.2774,.6428,.085,.99881113
609780,CORNING UNION ELEMENTARY,CA,CA,,,.2454,.0266,.99569285
609850,CORONA-NORCO UNIFIED,CA,CA,.3476,.0122,.5643,.0071,.97552913
609870,CORONADO UNIFIED,CA,CA,,,.4841,.0317,.9734239
609940,COTATI-ROHNERT PARK UNIFIED,CA,CA,.3113,.1515,.4478,.0183,.98609376
609990,COTTONWOOD UNION ELEMENTARY,CA,CA,,,.2212,.1905,.99700826
610050,COVINA-VALLEY UNIFIED,CA,CA,.4384,.0309,.3311,.0189,.97851741
610260,CULVER CITY UNIFIED,CA,CA,.6353,.0253,.7468,.0212,.97838062
610290,CUPERTINO UNION,CA,CA,.8938,.053,.9634,.0199,.99100614
610440,CYPRESS ELEMENTARY,CA,CA,.2815,.065,.332,.026,.95589101
610620,DAVIS JOINT UNIFIED,CA,CA,.7723,.0713,.9408,.0198,.98574376
610740,DEL MAR UNION ELEMENTARY,CA,CA,,,.6349,.0496,.99059427
610770,DEL NORTE COUNTY UNIFIED,CA,CA,,,.2436,.0247,.994744
610890,DELANO UNION ELEMENTARY,CA,CA,,,.2145,.1207,.94492227
611040,DENAIR UNIFIED,CA,CA,,,.3267,.0341,.99754798
611110,DESERT SANDS UNIFIED,CA,CA,.5552,.0264,.6831,.011,.9940846
611220,DIXIE ELEMENTARY,CA,CA,,,.8384,.0403,.98848444
611280,DIXON UNIFIED,CA,CA,,,.5804,.0211,.99091887
611460,DOWNEY UNIFIED,CA,CA,.4836,.0271,.2732,.018,.99233115
611490,DRY CREEK JOINT ELEMENTARY,CA,CA,.5568,.0284,.4013,.0171,.97048914
611520,DUARTE UNIFIED,CA,CA,.3997,.0708,.4722,.0423,.97389978
611850,EAST WHITTIER CITY ELEMENTARY,CA,CA,,,.4121,.0153,.98659754
611910,EASTSIDE UNION ELEMENTARY,CA,CA,.4737,.0396,.1986,.0325,.99262297
611940,EDISON ELEMENTARY,CA,CA,,,.1813,.0527,.99731994
612030,EL CENTRO ELEMENTARY,CA,CA,.4836,.226,.4142,.0337,.99867469
612090,EL MONTE CITY ELEMENTARY,CA,CA,,,.3665,.0372,.99387562
612210,EL SEGUNDO UNIFIED,CA,CA,.155,.1815,.4293,.0356,.98138803
612330,ELK GROVE UNIFIED,CA,CA,.7927,.0089,.6069,.0071,.95381832
612690,EMPIRE UNION ELEMENTARY,CA,CA,.4559,.0678,.3377,.02,.98444706
612750,ENCINITAS UNION ELEMENTARY,CA,CA,,,.866,.0261,.9932844
612810,ENTERPRISE ELEMENTARY,CA,CA,.7951,.5942,.2829,.0235,.99241078
612840,ESCALON UNIFIED,CA,CA,,,.5883000000000001,.0242,.99376714
612880,ESCONDIDO UNION,CA,CA,.5705,.0206,.753,.0087,.97829771
612930,ESPARTO UNIFIED,CA,CA,,,.781,.0622,.99008852
612960,ETIWANDA ELEMENTARY,CA,CA,.5007,.0158,.3863,.0118,.96337885
613080,EUREKA UNION,CA,CA,,,.4562,.033,.98735547
613140,EVERGREEN ELEMENTARY,CA,CA,.9143,.0323,1.0907,.0185,.94161743
613200,EXETER UNION ELEMENTARY,CA,CA,,,.5346,.0308,.99581981
613290,FAIRFAX ELEMENTARY,CA,CA,,,-.0559,.1095,.99528128
613360,FAIRFIELD-SUISUN UNIFIED,CA,CA,.6849,.0199,.6186,.0194,.93740773
613470,FALL RIVER JOINT UNIFIED,CA,CA,,,.6264,.069,.99884886
613500,FALLBROOK UNION ELEMENTARY,CA,CA,.4308,.0562,.751,.018,.98616672
613800,FILLMORE UNIFIED,CA,CA,,,.5888,.0336,.99750811
613890,FOLSOM-CORDOVA UNIFIED,CA,CA,.7589,.021,.6326000000000001,.0126,.98275232
613920,FONTANA UNIFIED,CA,CA,.3589,.0179,.2928,.0139,.99099386
614070,FORT BRAGG UNIFIED,CA,CA,,,.4154,.0298,.99609399
614160,FORTUNA UNION ELEMENTARY,CA,CA,,,.3102,.0562,.99874091
614220,FOUNTAIN VALLEY ELEMENTARY,CA,CA,,,.3812,.0201,.98277432
614250,FOWLER UNIFIED,CA,CA,,,.7279,.1104,.99929589
614370,FRANKLIN-MCKINLEY ELEMENTARY,CA,CA,.673,.1081,.5118,.0497,.97272062
614400,FREMONT UNIFIED,CA,CA,.6811,.0212,.6421,.0123,.95748848
614550,FRESNO UNIFIED,CA,CA,.7212,.0097,.5682,.0092,.99490356
614700,FRUITVALE ELEMENTARY,CA,CA,,,.3752,.0255,.97938699
614730,FULLERTON ELEMENTARY,CA,CA,.7252,.035,.7249,.0158,.98068148
614790,GALT JOINT UNION ELEMENTARY,CA,CA,,,.4764,.0181,.98529857
614880,GARDEN GROVE UNIFIED,CA,CA,.4138,.0305,.6073,.0119,.98727328
614950,GATEWAY UNIFIED,CA,CA,,,.1026,.0334,.99494225
615180,GILROY UNIFIED,CA,CA,,,.6729000000000001,.0154,.97860825
615240,GLENDALE UNIFIED,CA,CA,.2448,.038,.4061,.0102,.96039987
615270,GLENDORA UNIFIED,CA,CA,,,.385,.017,.98514712
615510,GOLETA UNION ELEMENTARY,CA,CA,,,1.0129,.0253,.99351829
615600,GORMAN ELEMENTARY,CA,CA,,,.0967,.3008,.97889495
615780,GRASS VALLEY ELEMENTARY,CA,CA,,,.344,.0421,.9918614
616050,GREENFIELD UNION,CA,CA,.4837,.0269,.1888,.0207,.99379015
616300,CUCAMONGA ELEMENTARY,CA,CA,.3683,.0476,.294,.0357,.97415692
616323,GUSTINE UNIFIED,CA,CA,,,.4947,.0381,.99744987
616325,HACIENDA LA PUENTE UNIFIED,CA,CA,.3433,.0704,.3073,.0311,.98742038
616470,HANFORD ELEMENTARY,CA,CA,.4285,.028,.39,.0188,.99376982
616650,HART-RANSOM UNION ELEMENTARY,CA,CA,,,.3905,.0487,.98804021
616680,HAWTHORNE,CA,CA,.1789,.0676,.0001,.0658,.97956979
616740,HAYWARD UNIFIED,CA,CA,.5464,.0211,.4232,.0156,.9332369
616860,HELENDALE ELEMENTARY,CA,CA,,,.3813,.0693,.9923746
616920,HEMET UNIFIED,CA,CA,.5570000000000001,.016,.3792,.0118,.98943764
617040,HERMOSA BEACH CITY ELEMENTARY,CA,CA,,,-.09,.3998,.98338318
617160,HICKMAN COMMUNITY CHARTER,CA,CA,,,.3156,.0493,.9890064
617220,HILMAR UNIFIED,CA,CA,,,.6254,.0276,.99733794
617340,HOLLISTER,CA,CA,,,.6014000000000001,.0171,.99151468
617430,HOLTVILLE UNIFIED,CA,CA,,,.0965,.2377,1
617490,HOPE ELEMENTARY,CA,CA,,,1.0131,.0482,.99312288
617850,HUENEME ELEMENTARY,CA,CA,.3651,.0582,.6405,.0329,.96741569
618030,HUNTINGTON BEACH CITY ELEMENTARY,CA,CA,,,.5232,.0236,.99051428
618210,IMPERIAL UNIFIED,CA,CA,,,.4317,.0257,.99544328
618730,JAMUL-DULZURA UNION ELEMENTARY,CA,CA,,,.5336,.033,.99868631
618840,JEFFERSON ELEMENTARY,CA,CA,.4743,.0489,.4458,.0244,.93905973
618870,JEFFERSON ELEMENTARY,CA,CA,.6342,.0728,.3715,.0328,.78459233
618990,JOHN SWETT UNIFIED,CA,CA,.6843,.0761,.2245,.0594,.93468809
619140,JULIAN UNION ELEMENTARY,CA,CA,,,.4043,.0325,.99002731
619260,JURUPA UNIFIED,CA,CA,.5226,.0285,.4122,.013,.99573803
619320,KELSEYVILLE UNIFIED,CA,CA,,,.4566,.0322,.98598683
619440,KEPPEL UNION ELEMENTARY,CA,CA,.6277,.0581,.3558,.0263,.99737215
619490,KERMAN UNIFIED,CA,CA,,,.4726,.029,.99951828
619620,KEYES UNION,CA,CA,,,.1827,.0493,.99408501
619680,KING CITY UNION,CA,CA,,,.6735,.1119,.99632943
619700,KINGS CANYON JOINT UNIFIED,CA,CA,,,.5076000000000001,.0239,.99681675
619770,KINGS RIVER-HARDWICK UNION ELEMENTARY,CA,CA,,,.4665,.0548,.99200225
619800,KINGSBURG ELEMENTARY CHARTER,CA,CA,,,.6152,.024,.99179661
619890,KIT CARSON UNION ELEMENTARY,CA,CA,,,.0256,.0952,1
620040,KNIGHTSEN ELEMENTARY,CA,CA,,,.3069,.0729,.99785459
620070,KONOCTI UNIFIED,CA,CA,,,.106,.0255,.9968552
620130,LA CANADA UNIFIED,CA,CA,1.351,.1139,.5165,.062,.99309146
620190,LA HABRA CITY ELEMENTARY,CA,CA,,,.572,.0217,.98968983
620250,LA MESA-SPRING VALLEY,CA,CA,.6876,.0176,.5896,.0125,.97587001
620310,LAFAYETTE ELEMENTARY,CA,CA,,,.3213,.0538,.99041784
620370,LAGUNA BEACH UNIFIED,CA,CA,,,.5876,.0805,.99161351
620460,PACIFICA,CA,CA,.2857,.2518,.4553,.0235,.92378896
620640,LAKE TAHOE UNIFIED,CA,CA,,,.8929,.0221,.97755885
620670,LAKEPORT UNIFIED,CA,CA,,,.4578,.0421,.98513842
620730,LAKESIDE UNION,CA,CA,.3669,.195,.335,.0353,.98519295
620760,LAKESIDE UNION ELEMENTARY,CA,CA,.644,.3163,.5155,.0935,.98802549
620790,LAKESIDE UNION ELEMENTARY,CA,CA,,,.4636,.0216,.99177146
620820,LAMMERSVILLE ELEMENTARY,CA,CA,.5359,.197,.4522,.0738,.8119868
620880,LANCASTER ELEMENTARY,CA,CA,.6692,.017,.3903,.017,.98837245
620910,LARKSPUR,CA,CA,,,.6896,.0964,.99216884
621000,LAS VIRGENES UNIFIED,CA,CA,.3948,.1188,.4261,.0229,.98721045
621210,LAWNDALE ELEMENTARY,CA,CA,.4598,.0437,.3667,.0356,.98067677
621330,LEMON GROVE,CA,CA,.4901,.0324,.4108,.0264,.97186965
621360,LEMOORE UNION ELEMENTARY,CA,CA,.2791,.0476,.3591,.0206,.96804363
621450,RICHLAND UNION ELEMENTARY,CA,CA,,,.3048,.0877,.99926502
621690,LINCOLN UNIFIED,CA,CA,.6307,.022,.4469,.0157,.96003067
621810,LINDEN UNIFIED,CA,CA,,,.5426,.0264,.99312508
621870,LINDSAY UNIFIED,CA,CA,,,.516,.0503,.99843895
621930,LITTLE LAKE CITY ELEMENTARY,CA,CA,.1883,.2055,.2004,.0355,.99129838
621990,LIVE OAK ELEMENTARY,CA,CA,,,.711,.0271,.978553
622050,LIVE OAK UNIFIED,CA,CA,,,.3315,.0348,.99094826
622110,LIVERMORE VALLEY JOINT UNIFIED,CA,CA,.7676,.045,.6645,.0127,.97848111
622170,LIVINGSTON UNION ELEMENTARY,CA,CA,,,-.0351,.1293,.99457657
622230,LODI UNIFIED,CA,CA,.7098,.0173,.5133,.0087,.96023983
622380,LAS LOMITAS ELEMENTARY,CA,CA,,,1.2065,.1936,.97545177
622410,LOMPOC UNIFIED,CA,CA,.4782,.0411,.6172,.0165,.9912765
622500,LONG BEACH UNIFIED,CA,CA,.9067,.0102,.8215,.0113,.96307468
622560,LOOMIS UNION ELEMENTARY,CA,CA,,,.2556,.0654,.99086678
622590,LOS ALAMITOS UNIFIED,CA,CA,.6992,.0477,.41,.0189,.97321367
622650,LOS ALTOS ELEMENTARY,CA,CA,,,.8535,.0407,.98829269
622710,LOS ANGELES UNIFIED,CA,CA,.9318,.0081,.843,.0082,.98693883
622740,LOS BANOS UNIFIED,CA,CA,.4956,.0561,.4586,.0197,.98853505
622830,LOS GATOS UNION ELEMENTARY,CA,CA,,,.473,.068,.98655611
622860,LOS MOLINOS UNIFIED,CA,CA,,,.6334,.2845,.99532717
622920,LOS OLIVOS ELEMENTARY,CA,CA,,,.6709000000000001,.2182,.98999381
623010,LOWELL JOINT,CA,CA,,,.3737,.0246,.98709887
623080,LUCIA MAR UNIFIED,CA,CA,.3787,.2251,.6777,.0143,.99225295
623160,LYNWOOD UNIFIED,CA,CA,.6023,.152,.4029,.1289,.99838376
623340,MADERA UNIFIED,CA,CA,.5935,.0312,.4848,.0153,.99797755
623430,MAGNOLIA ELEMENTARY,CA,CA,.1976,.0572,.3189,.0371,.97157979
623530,MAMMOTH UNIFIED,CA,CA,,,1.1589,.051,.99596828
623610,MANTECA UNIFIED,CA,CA,.4496,.0154,.3274,.0101,.95374048
623820,MARICOPA UNIFIED,CA,CA,,,-.0926,.3012,1
623940,MARIPOSA COUNTY UNIFIED,CA,CA,,,.2404,.0627,.99008858
623970,MARK TWAIN UNION ELEMENTARY,CA,CA,,,.2143,.0944,.98954886
624000,MARK WEST UNION ELEMENTARY,CA,CA,,,.6225000000000001,.0346,.98675972
624030,MARTINEZ UNIFIED,CA,CA,,,.5278000000000001,.0295,.97756064
624090,MARYSVILLE JOINT UNIFIED,CA,CA,.3189,.0292,.2536,.0136,.99033177
624180,MCCABE UNION ELEMENTARY,CA,CA,,,.6527,.0543,.99944121
624360,MCSWAIN UNION ELEMENTARY,CA,CA,,,.6301,.0398,.98614705
624500,MILPITAS UNIFIED,CA,CA,.6554,.0442,.6815,.0283,.87023246
624540,MENIFEE UNION ELEMENTARY,CA,CA,.3638,.0208,.3717,.0116,.96640283
624570,MENLO PARK CITY ELEMENTARY,CA,CA,1.6891,.1698,1.1744,.0389,.98279464
624600,MERCED CITY ELEMENTARY,CA,CA,.7402,.0219,.5536,.0134,.99340689
624720,MESA UNION ELEMENTARY,CA,CA,,,.9544,.051,.99646294
624750,MIDDLETOWN UNIFIED,CA,CA,,,.4962,.0414,.99144799
624870,MILL VALLEY ELEMENTARY,CA,CA,,,.405,.1151,.98870754
624900,MILLBRAE ELEMENTARY,CA,CA,,,.4044,.0342,.93003392
625130,MODESTO CITY ELEMENTARY,CA,CA,.6119,.0233,.5596,.0125,.98998278
625230,MOJAVE UNIFIED,CA,CA,.6711,.0348,.2535,.0289,.98684019
625320,MONROVIA UNIFIED,CA,CA,.7336,.0378,.6692,.0211,.97851884
625470,MONTEBELLO UNIFIED,CA,CA,,,.3789,.0296,.99740714
625530,MONTEREY PENINSULA UNIFIED,CA,CA,.6142,.0268,.7297,.0229,.9570359
625690,MOORPARK UNIFIED,CA,CA,,,.9625,.0189,.97989511
625740,MORAGA ELEMENTARY,CA,CA,,,-.2927,.2468,.98999178
625770,MORELAND ELEMENTARY,CA,CA,1.0578,.2412,.8791,.0285,.97489017
625800,MORENO VALLEY UNIFIED,CA,CA,.5600000000000001,.0125,.3979,.0109,.98111099
625830,MORGAN HILL UNIFIED,CA,CA,.5333,.0586,.8791,.0141,.97929388
625860,MORONGO UNIFIED,CA,CA,.419,.0255,.2816,.017,.98666656
625980,MOTHER LODE UNION ELEMENTARY,CA,CA,,,.455,.0238,.98936999
626100,MOUNTAIN EMPIRE UNIFIED,CA,CA,,,.632,.0379,.99914074
626220,MOUNTAIN VIEW ELEMENTARY,CA,CA,.5398,.051,.341,.0299,.98293984
626280,MOUNTAIN VIEW WHISMAN,CA,CA,1.6126,.5322,1.2323,.0227,.95982754
626370,MT. DIABLO UNIFIED,CA,CA,.8245,.0191,.8250999999999999,.0158,.96696162
626490,MUROC JOINT UNIFIED,CA,CA,.4948,.3482,.2632,.0475,.96898901
626640,NAPA VALLEY UNIFIED,CA,CA,.7059,.034,.7451,.0149,.96048284
626670,NATIONAL ELEMENTARY,CA,CA,.5988,.3243,.2631,.0876,.98216319
626760,NEEDLES UNIFIED,CA,CA,,,1.6214,1.0839,.99606645
626910,NEW HAVEN UNIFIED,CA,CA,.5606,.0284,.5291,.0235,.85754722
627030,NEW JERUSALEM ELEMENTARY,CA,CA,,,.3132,.2316,.98059678
627060,NEWARK UNIFIED,CA,CA,.5414,.0278,.3915,.0179,.93361723
627180,NEWHALL ELEMENTARY,CA,CA,.4746,.0577,.702,.0239,.98001683
627200,NEWMAN-CROWS LANDING UNIFIED,CA,CA,,,.5361,.031,.99025279
627240,NEWPORT-MESA UNIFIED,CA,CA,.7495000000000001,.0489,1.015,.0166,.98983312
627450,NORRIS ELEMENTARY,CA,CA,,,.2804,.0195,.95889968
627480,NORTH COUNTY JOINT UNION ELEMENTARY,CA,CA,,,.3925,.0459,.99209166
627590,NORTH MONTEREY COUNTY UNIFIED,CA,CA,,,.5536,.0268,.9920814
627690,NORWALK-LA MIRADA UNIFIED,CA,CA,.5885,.0304,.4849,.0141,.97870934
627720,NOVATO UNIFIED,CA,CA,1.0858,.054,.9499,.0186,.99234962
627780,NUVIEW UNION,CA,CA,,,.5623,.0286,.99925053
627810,OAK GROVE ELEMENTARY,CA,CA,.5852000000000001,.0221,.7722,.0167,.96520275
627840,OAK GROVE UNION ELEMENTARY,CA,CA,,,.4883,.1076,.99788129
627850,OAK PARK UNIFIED,CA,CA,,,.9116,.7577,.99106199
627900,OAK VALLEY UNION ELEMENTARY,CA,CA,,,.2056,.2974,.99873489
627930,OAK VIEW UNION ELEMENTARY,CA,CA,,,.3564,.122,.99336612
628050,OAKLAND UNIFIED,CA,CA,1.2588,.0144,1.1303,.0169,.98343229
628080,OAKLEY UNION ELEMENTARY,CA,CA,.5808,.0278,.3803,.0167,.97699314
628140,OCEAN VIEW,CA,CA,.442,.2878,.6467000000000001,.0183,.98884672
628170,OCEAN VIEW ELEMENTARY,CA,CA,,,.5359,.0923,.98364007
628250,OCEANSIDE UNIFIED,CA,CA,.5936,.0206,.6841,.0152,.96450239
628270,OJAI UNIFIED,CA,CA,,,.6626,.025,.99517423
628320,OLD ADOBE UNION ELEMENTARY,CA,CA,,,.7355,.0337,.988989
628470,ONTARIO-MONTCLAIR ELEMENTARY,CA,CA,.3938,.0252,.3526,.0156,.99448001
628650,ORANGE UNIFIED,CA,CA,.6703,.0364,.7862,.0147,.98027629
628710,ORCUTT UNION ELEMENTARY,CA,CA,,,.4689,.0172,.98731476
628950,ORO GRANDE ELEMENTARY,CA,CA,.5841,.1615,.3842,.0328,.98184973
629100,OROVILLE CITY ELEMENTARY,CA,CA,.7273,.1294,.2145,.0362,.99688125
629220,OXNARD ELEMENTARY,CA,CA,.3927,.0335,.4699,.0191,.98538595
629370,PACIFIC GROVE UNIFIED,CA,CA,,,.5306,.0461,.98184967
